Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,UDI
L56231,L,297.4,308.6,1820.0,24.6,79.0,0,0.0,0.0,0.0,0.0,0.0,
M23912,M,297.4,308.6,1901.0,22.1,81.0,0,0.0,0.0,0.0,0.0,0.0,
M23913,M,297.4,308.5,1638.0,32.2,84.0,0,0.0,0.0,0.0,0.0,0.0,
M23914,M,297.3,308.4,1521.0,38.2,87.0,0,0.0,0.0,0.0,0.0,0.0,
H38469,H,297.3,308.4,1864.0,23.1,90.0,0,0.0,0.0,0.0,0.0,0.0,
L56236,L,297.3,308.3,1430.0,41.9,95.0,0,0.0,0.0,0.0,0.0,0.0,
M23917,M,297.3,308.4,1686.0,34.5,97.0,0,0.0,0.0,0.0,0.0,0.0,
M23918,M,297.2,308.3,1326.0,57.2,100.0,0,0.0,0.0,0.0,0.0,0.0,
L56239,L,297.2,308.3,1805.0,25.6,103.0,0,0.0,0.0,0.0,0.0,0.0,
H38474,H,297.2,308.3,1453.0,45.8,105.0,0,0.0,0.0,0.0,0.0,0.0,
M23921,M,297.2,308.4,1863.0,26.0,110.0,0,0.0,0.0,0.0,0.0,0.0,
L56242,L,297.2,308.3,1576.0,35.3,113.0,0,0.0,0.0,0.0,0.0,0.0,
L56243,L,297.2,308.3,1419.0,39.7,115.0,0,0.0,0.0,0.0,0.0,0.0,
L56244,L,297.2,308.4,1833.0,25.2,117.0,0,0.0,0.0,0.0,0.0,0.0,
H38479,H,297.2,308.4,2182.0,17.3,119.0,0,0.0,0.0,0.0,0.0,0.0,
L56246,L,297.2,308.3,1656.0,30.3,124.0,0,0.0,0.0,0.0,0.0,0.0,
L56247,L,297.1,308.2,1351.0,56.6,126.0,0,0.0,0.0,0.0,0.0,0.0,
H38482,H,297.1,308.2,1790.0,30.3,128.0,0,0.0,0.0,0.0,0.0,0.0,
M23929,M,297.2,308.2,1678.0,28.1,133.0,0,0.0,0.0,0.0,0.0,0.0,
L56250,L,297.1,308.2,1427.0,45.2,136.0,0,0.0,0.0,0.0,0.0,0.0,
L56251,L,297.0,308.1,1429.0,54.0,138.0,0,0.0,0.0,0.0,0.0,0.0,
H38486,H,297.2,308.1,1770.0,27.2,140.0,0,0.0,0.0,0.0,0.0,0.0,
L56253,L,297.2,308.1,1689.0,31.2,145.0,0,0.0,0.0,0.0,0.0,0.0,
M23934,M,297.2,308.1,1554.0,41.3,147.0,0,0.0,0.0,0.0,0.0,0.0,
L56255,L,297.3,308.1,1506.0,36.0,150.0,0,0.0,0.0,0.0,0.0,0.0,
L56256,L,297.2,308.1,1474.0,44.3,152.0,0,0.0,0.0,0.0,0.0,0.0,
L56257,L,297.3,308.1,1762.0,26.1,154.0,0,0.0,0.0,0.0,0.0,0.0,
L56258,L,297.3,308.1,1566.0,35.7,156.0,0,0.0,0.0,0.0,0.0,0.0,
H38493,H,297.3,308.1,1554.0,42.4,158.0,0,0.0,0.0,0.0,0.0,0.0,
L56260,L,297.2,308.0,1869.0,25.4,163.0,0,0.0,0.0,0.0,0.0,0.0,
L56261,L,297.3,308.0,1527.0,35.1,165.0,0,0.0,0.0,0.0,0.0,0.0,
L56262,L,297.2,307.9,1309.0,49.6,167.0,0,0.0,0.0,0.0,0.0,0.0,
M23943,M,297.2,307.9,1541.0,35.7,169.0,0,0.0,0.0,0.0,0.0,0.0,
L56264,L,297.2,307.9,1326.0,75.4,172.0,1,0.0,0.0,1.0,1.0,0.0,
H38499,H,297.1,307.9,1365.0,54.0,174.0,0,0.0,0.0,0.0,0.0,0.0,
L56266,L,297.1,307.8,1428.0,43.7,179.0,0,0.0,0.0,0.0,0.0,0.0,
L56267,L,297.1,307.8,1681.0,27.6,181.0,0,0.0,0.0,0.0,0.0,0.0,
M23948,M,297.1,307.9,1662.0,26.9,183.0,0,0.0,0.0,0.0,0.0,0.0,
L56269,L,297.2,307.9,1989.0,20.3,186.0,0,0.0,0.0,0.0,0.0,0.0,
M23950,M,297.2,307.9,1747.0,29.0,188.0,0,0.0,0.0,0.0,0.0,0.0,
M23951,M,297.2,308.0,1765.0,31.1,191.0,0,0.0,0.0,0.0,0.0,0.0,
L56272,L,297.3,308.1,1568.0,34.4,194.0,0,0.0,0.0,0.0,0.0,0.0,
M23953,M,297.3,308.1,1709.0,30.6,196.0,0,0.0,0.0,0.0,0.0,0.0,
M23954,M,297.3,308.1,1370.0,58.8,199.0,0,0.0,0.0,0.0,0.0,0.0,
L56275,L,297.3,308.1,1458.0,45.7,202.0,0,0.0,0.0,0.0,0.0,0.0,
L56276,L,297.2,308.1,1712.0,30.9,204.0,0,0.0,0.0,0.0,0.0,0.0,
L56277,L,297.3,308.1,1642.0,36.9,206.0,0,0.0,0.0,0.0,0.0,0.0,
L56278,L,297.3,308.1,1468.0,49.8,0.0,0,0.0,0.0,0.0,0.0,0.0,
H38513,H,297.3,308.1,1477.0,52.3,2.0,0,0.0,0.0,0.0,0.0,0.0,
L56280,L,297.3,308.2,1446.0,53.5,7.0,0,0.0,0.0,0.0,0.0,0.0,
H38515,H,297.3,308.2,1653.0,31.4,9.0,0,0.0,0.0,0.0,0.0,0.0,
L56282,L,297.3,308.3,1494.0,38.2,14.0,0,0.0,0.0,0.0,0.0,0.0,
L56283,L,297.3,308.2,1490.0,41.0,16.0,0,0.0,0.0,0.0,0.0,0.0,
M23964,M,297.4,308.3,1550.0,47.8,18.0,0,0.0,0.0,0.0,0.0,0.0,
M23965,M,297.3,308.2,1677.0,34.9,21.0,0,0.0,0.0,0.0,0.0,0.0,
L56286,L,297.4,308.3,1854.0,21.8,24.0,0,0.0,0.0,0.0,0.0,0.0,
M23967,M,297.5,308.5,1662.0,30.3,26.0,0,0.0,0.0,0.0,0.0,0.0,
M23968,M,297.5,308.6,1440.0,38.8,29.0,0,0.0,0.0,0.0,0.0,0.0,
L56289,L,297.5,308.6,1513.0,39.7,32.0,0,0.0,0.0,0.0,0.0,0.0,
M23970,M,297.6,308.6,1389.0,49.0,34.0,0,0.0,0.0,0.0,0.0,0.0,
L56291,L,297.6,308.6,1351.0,51.0,37.0,0,0.0,0.0,0.0,0.0,0.0,
M23972,M,297.6,308.6,1482.0,38.3,39.0,0,0.0,0.0,0.0,0.0,0.0,
L56293,L,297.6,308.6,1744.0,28.5,42.0,0,0.0,0.0,0.0,0.0,0.0,
L56294,L,297.6,308.7,1476.0,39.0,44.0,0,0.0,0.0,0.0,0.0,0.0,
M23975,M,297.6,308.6,1444.0,48.2,46.0,0,0.0,0.0,0.0,0.0,0.0,
H38530,H,297.6,308.7,1659.0,32.1,49.0,0,0.0,0.0,0.0,0.0,0.0,
M23977,M,297.6,308.7,1475.0,46.6,54.0,0,0.0,0.0,0.0,0.0,0.0,
L56298,L,297.6,308.6,1526.0,42.1,57.0,0,0.0,0.0,0.0,0.0,0.0,
M23979,M,297.4,308.4,1675.0,29.5,59.0,0,0.0,0.0,0.0,0.0,0.0,
L56300,L,297.4,308.4,1525.0,38.7,62.0,0,0.0,0.0,0.0,0.0,0.0,
L56301,L,297.3,308.3,1396.0,45.9,64.0,0,0.0,0.0,0.0,0.0,0.0,
L56302,L,297.4,308.4,1580.0,41.2,66.0,0,0.0,0.0,0.0,0.0,0.0,
L56303,L,297.4,308.5,1462.0,42.8,68.0,0,0.0,0.0,0.0,0.0,0.0,
L56304,L,297.4,308.4,1426.0,50.4,70.0,0,0.0,0.0,0.0,0.0,0.0,
L56305,L,297.4,308.5,1569.0,34.2,72.0,0,0.0,0.0,0.0,0.0,0.0,
L56306,L,297.4,308.5,1477.0,40.7,74.0,0,0.0,0.0,0.0,0.0,0.0,
L56307,L,297.4,308.5,1761.0,27.2,76.0,0,0.0,0.0,0.0,0.0,0.0,
M23988,M,297.5,308.6,1486.0,45.9,78.0,0,0.0,0.0,0.0,0.0,0.0,
L56309,L,297.6,308.6,1664.0,30.1,81.0,0,0.0,0.0,0.0,0.0,0.0,
L56310,L,297.6,308.6,1576.0,32.7,83.0,0,0.0,0.0,0.0,0.0,0.0,
H38545,H,297.6,308.6,1463.0,46.7,85.0,0,0.0,0.0,0.0,0.0,0.0,
M23992,M,297.6,308.6,1585.0,42.0,90.0,0,0.0,0.0,0.0,0.0,0.0,
L56313,L,297.7,308.7,1479.0,45.7,93.0,0,0.0,0.0,0.0,0.0,0.0,
L56314,L,297.7,308.7,1449.0,40.2,95.0,0,0.0,0.0,0.0,0.0,0.0,
H38549,H,297.7,308.8,1404.0,50.3,97.0,0,0.0,0.0,0.0,0.0,0.0,
L56316,L,297.7,308.7,1694.0,29.1,102.0,0,0.0,0.0,0.0,0.0,0.0,
L56317,L,297.7,308.7,1731.0,28.4,104.0,0,0.0,0.0,0.0,0.0,0.0,
L56318,L,297.6,308.6,1522.0,37.0,106.0,0,0.0,0.0,0.0,0.0,0.0,
L56319,L,297.5,308.5,1536.0,36.9,108.0,0,0.0,0.0,0.0,0.0,0.0,
L56320,L,297.5,308.5,1373.0,39.9,110.0,0,0.0,0.0,0.0,0.0,0.0,
L56321,L,297.5,308.5,1597.0,36.4,112.0,0,0.0,0.0,0.0,0.0,0.0,
L56322,L,297.6,308.5,1678.0,34.2,114.0,0,0.0,0.0,0.0,0.0,0.0,
L56323,L,297.6,308.5,1452.0,42.6,116.0,0,0.0,0.0,0.0,0.0,0.0,
M24004,M,297.5,308.5,1447.0,41.6,118.0,0,0.0,0.0,0.0,0.0,0.0,
L56325,L,297.6,308.5,1574.0,37.1,121.0,0,0.0,0.0,0.0,0.0,0.0,
L56326,L,297.6,308.6,1528.0,40.0,123.0,0,0.0,0.0,0.0,0.0,0.0,
L56327,L,297.7,308.7,1688.0,27.2,125.0,0,0.0,0.0,0.0,0.0,0.0,
L56328,L,297.6,308.6,1393.0,40.4,127.0,0,0.0,0.0,0.0,0.0,0.0,
M24009,M,297.5,308.6,1429.0,50.5,129.0,0,0.0,0.0,0.0,0.0,0.0,
M24010,M,297.5,308.6,1347.0,57.0,132.0,0,0.0,0.0,0.0,0.0,0.0,
L56331,L,297.6,308.6,1553.0,40.5,135.0,0,0.0,0.0,0.0,0.0,0.0,
L56332,L,297.5,308.6,1260.0,53.6,137.0,0,0.0,0.0,0.0,0.0,0.0,
L56333,L,297.5,308.6,1546.0,33.8,139.0,0,0.0,0.0,0.0,0.0,0.0,
L56334,L,297.5,308.6,1596.0,36.0,141.0,0,0.0,0.0,0.0,0.0,0.0,
L56335,L,297.5,308.5,1340.0,57.4,143.0,0,0.0,0.0,0.0,0.0,0.0,
M24016,M,297.5,308.4,1369.0,54.8,145.0,0,0.0,0.0,0.0,0.0,0.0,
L56337,L,297.5,308.5,1462.0,52.3,148.0,0,0.0,0.0,0.0,0.0,0.0,
H38572,H,297.4,308.4,1487.0,46.2,150.0,0,0.0,0.0,0.0,0.0,0.0,
M24019,M,297.5,308.6,1510.0,35.5,155.0,0,0.0,0.0,0.0,0.0,0.0,
H38574,H,297.5,308.5,1671.0,28.0,158.0,0,0.0,0.0,0.0,0.0,0.0,
M24021,M,297.5,308.5,1612.0,30.0,163.0,0,0.0,0.0,0.0,0.0,0.0,
M24022,M,297.6,308.6,1509.0,39.7,166.0,0,0.0,0.0,0.0,0.0,0.0,
L56343,L,297.6,308.6,1415.0,47.3,169.0,0,0.0,0.0,0.0,0.0,0.0,
L56344,L,297.6,308.6,2384.0,14.4,171.0,0,0.0,0.0,0.0,0.0,0.0,
L56345,L,297.6,308.6,1326.0,62.4,173.0,0,0.0,0.0,0.0,0.0,0.0,
M24026,M,297.6,308.6,1390.0,53.4,175.0,0,0.0,0.0,0.0,0.0,0.0,
M24027,M,297.6,308.7,1392.0,41.2,178.0,0,0.0,0.0,0.0,0.0,0.0,
H38582,H,297.6,308.8,1385.0,44.4,181.0,0,0.0,0.0,0.0,0.0,0.0,
L56349,L,297.7,308.8,1896.0,24.5,186.0,0,0.0,0.0,0.0,0.0,0.0,
L56350,L,297.7,308.7,1474.0,46.8,188.0,0,0.0,0.0,0.0,0.0,0.0,
M24031,M,297.7,308.8,1388.0,45.6,190.0,0,0.0,0.0,0.0,0.0,0.0,
L56352,L,297.7,308.9,1715.0,27.2,193.0,0,0.0,0.0,0.0,0.0,0.0,
H38587,H,297.8,308.9,1650.0,32.2,195.0,0,0.0,0.0,0.0,0.0,0.0,
L56354,L,297.8,308.9,1871.0,25.6,200.0,1,1.0,0.0,0.0,0.0,0.0,
L56355,L,297.8,309.0,1403.0,64.2,0.0,1,0.0,0.0,1.0,0.0,0.0,
L56356,L,297.8,308.9,1518.0,40.4,2.0,0,0.0,0.0,0.0,0.0,0.0,
L56357,L,297.9,309.1,1504.0,43.0,4.0,0,0.0,0.0,0.0,0.0,0.0,
L56358,L,297.8,309.0,1340.0,56.9,6.0,0,0.0,0.0,0.0,0.0,0.0,
H38593,H,297.9,309.1,1435.0,44.7,8.0,0,0.0,0.0,0.0,0.0,0.0,
L56360,L,297.9,309.1,1507.0,36.9,13.0,0,0.0,0.0,0.0,0.0,0.0,
L56361,L,297.9,309.1,1521.0,36.1,15.0,0,0.0,0.0,0.0,0.0,0.0,
M24042,M,297.8,309.0,1576.0,45.0,17.0,0,0.0,0.0,0.0,0.0,0.0,
L56363,L,297.9,309.1,1543.0,36.6,20.0,0,0.0,0.0,0.0,0.0,0.0,
L56364,L,298.0,309.2,1665.0,36.6,22.0,0,0.0,0.0,0.0,0.0,0.0,
L56365,L,297.9,309.1,1442.0,50.3,24.0,0,0.0,0.0,0.0,0.0,0.0,
L56366,L,297.9,309.0,1629.0,29.0,26.0,0,0.0,0.0,0.0,0.0,0.0,
L56367,L,297.9,309.0,1379.0,47.3,28.0,0,0.0,0.0,0.0,0.0,0.0,
L56368,L,297.9,309.0,1502.0,40.2,30.0,0,0.0,0.0,0.0,0.0,0.0,
L56369,L,297.9,309.1,1595.0,32.0,32.0,0,0.0,0.0,0.0,0.0,0.0,
M24050,M,298.0,309.0,1439.0,38.5,34.0,0,0.0,0.0,0.0,0.0,0.0,
M24051,M,297.9,309.0,1970.0,21.6,37.0,0,0.0,0.0,0.0,0.0,0.0,
L56372,L,297.9,309.0,1562.0,35.8,40.0,0,0.0,0.0,0.0,0.0,0.0,
M24053,M,297.9,309.0,1530.0,40.9,42.0,0,0.0,0.0,0.0,0.0,0.0,
L56374,L,297.9,308.9,1393.0,40.6,45.0,0,0.0,0.0,0.0,0.0,0.0,
L56375,L,297.9,309.0,1532.0,37.6,47.0,0,0.0,0.0,0.0,0.0,0.0,
L56376,L,298.0,308.9,1607.0,37.7,49.0,0,0.0,0.0,0.0,0.0,0.0,
M24057,M,297.9,308.8,1469.0,49.0,51.0,0,0.0,0.0,0.0,0.0,0.0,
M24058,M,297.9,308.8,1538.0,37.6,54.0,0,0.0,0.0,0.0,0.0,0.0,
L56379,L,297.9,308.8,1613.0,31.4,57.0,0,0.0,0.0,0.0,0.0,0.0,
M24060,M,297.9,308.8,1602.0,32.1,59.0,0,0.0,0.0,0.0,0.0,0.0,
L56381,L,297.8,308.7,1404.0,44.2,62.0,0,0.0,0.0,0.0,0.0,0.0,
L56382,L,297.8,308.8,1548.0,36.9,64.0,0,0.0,0.0,0.0,0.0,0.0,
L56383,L,297.8,308.8,1559.0,35.2,66.0,0,0.0,0.0,0.0,0.0,0.0,
L56384,L,297.8,308.8,1621.0,36.1,68.0,0,0.0,0.0,0.0,0.0,0.0,
L56385,L,297.8,308.8,1579.0,32.9,70.0,0,0.0,0.0,0.0,0.0,0.0,
M24066,M,297.9,308.9,1547.0,44.0,72.0,0,0.0,0.0,0.0,0.0,0.0,
L56387,L,297.9,308.8,1386.0,48.6,75.0,0,0.0,0.0,0.0,0.0,0.0,
L56388,L,298.0,308.9,1406.0,40.9,77.0,0,0.0,0.0,0.0,0.0,0.0,
M24069,M,298.0,309.0,1393.0,55.9,79.0,0,0.0,0.0,0.0,0.0,0.0,
M24070,M,297.9,309.0,2456.0,13.9,82.0,0,0.0,0.0,0.0,0.0,0.0,
M24071,M,298.0,309.0,1409.0,49.1,85.0,0,0.0,0.0,0.0,0.0,0.0,
L56392,L,298.0,308.9,1390.0,53.9,88.0,0,0.0,0.0,0.0,0.0,0.0,
L56393,L,298.0,309.0,1679.0,32.4,90.0,0,0.0,0.0,0.0,0.0,0.0,
L56394,L,298.0,308.9,1508.0,37.1,92.0,0,0.0,0.0,0.0,0.0,0.0,
L56395,L,297.9,308.8,1681.0,31.7,94.0,0,0.0,0.0,0.0,0.0,0.0,
H38630,H,297.7,308.8,1469.0,43.7,96.0,0,0.0,0.0,0.0,0.0,0.0,
L56397,L,297.8,308.8,1421.0,49.6,101.0,0,0.0,0.0,0.0,0.0,0.0,
L56398,L,297.7,308.8,1354.0,50.2,103.0,0,0.0,0.0,0.0,0.0,0.0,
M24079,M,297.7,308.8,1350.0,57.0,105.0,0,0.0,0.0,0.0,0.0,0.0,
L56400,L,297.8,308.9,1282.0,58.1,108.0,0,0.0,0.0,0.0,0.0,0.0,
M24081,M,297.8,309.0,1675.0,30.0,110.0,0,0.0,0.0,0.0,0.0,0.0,
M24082,M,297.9,309.0,1525.0,38.5,113.0,0,0.0,0.0,0.0,0.0,0.0,
L56403,L,297.9,309.0,1382.0,43.9,116.0,0,0.0,0.0,0.0,0.0,0.0,
L56404,L,297.9,309.0,1450.0,46.8,118.0,0,0.0,0.0,0.0,0.0,0.0,
L56405,L,298.0,309.1,1820.0,23.6,120.0,0,0.0,0.0,0.0,0.0,0.0,
L56406,L,298.0,309.1,1822.0,23.5,122.0,0,0.0,0.0,0.0,0.0,0.0,
L56407,L,298.0,309.1,1473.0,44.3,124.0,0,0.0,0.0,0.0,0.0,0.0,
M24088,M,298.1,309.1,1572.0,37.5,126.0,0,0.0,0.0,0.0,0.0,0.0,
M24089,M,298.1,309.0,2042.0,17.8,129.0,0,0.0,0.0,0.0,0.0,0.0,
L56410,L,298.2,309.2,1922.0,22.6,132.0,0,0.0,0.0,0.0,0.0,0.0,
L56411,L,298.2,309.1,1539.0,36.5,134.0,0,0.0,0.0,0.0,0.0,0.0,
L56412,L,298.2,309.1,1350.0,52.0,136.0,0,0.0,0.0,0.0,0.0,0.0,
L56413,L,298.3,309.1,1403.0,45.1,138.0,0,0.0,0.0,0.0,0.0,0.0,
L56414,L,298.3,309.1,1904.0,20.3,140.0,0,0.0,0.0,0.0,0.0,0.0,
M24095,M,298.2,308.9,1592.0,35.2,142.0,0,0.0,0.0,0.0,0.0,0.0,
L56416,L,298.1,308.7,1556.0,31.6,145.0,0,0.0,0.0,0.0,0.0,0.0,
M24097,M,298.1,308.8,1811.0,25.4,147.0,0,0.0,0.0,0.0,0.0,0.0,
M24098,M,298.2,308.8,1456.0,41.2,150.0,0,0.0,0.0,0.0,0.0,0.0,
H38653,H,298.2,308.8,1436.0,51.9,153.0,0,0.0,0.0,0.0,0.0,0.0,
M24100,M,298.1,308.7,1362.0,49.6,158.0,0,0.0,0.0,0.0,0.0,0.0,
L56421,L,298.1,308.7,1683.0,29.1,161.0,0,0.0,0.0,0.0,0.0,0.0,
M24102,M,298.2,308.7,1269.0,60.9,163.0,0,0.0,0.0,0.0,0.0,0.0,
L56423,L,298.3,308.8,1454.0,49.0,166.0,0,0.0,0.0,0.0,0.0,0.0,
L56424,L,298.3,308.8,1767.0,27.3,168.0,0,0.0,0.0,0.0,0.0,0.0,
L56425,L,298.3,308.9,1708.0,27.3,170.0,0,0.0,0.0,0.0,0.0,0.0,
L56426,L,298.3,308.9,1862.0,27.0,172.0,0,0.0,0.0,0.0,0.0,0.0,
L56427,L,298.3,308.9,1695.0,30.7,174.0,0,0.0,0.0,0.0,0.0,0.0,
M24108,M,298.3,309.1,1488.0,40.6,176.0,0,0.0,0.0,0.0,0.0,0.0,
L56429,L,298.3,309.0,1657.0,32.2,179.0,0,0.0,0.0,0.0,0.0,0.0,
H38664,H,298.3,309.0,1823.0,25.9,181.0,0,0.0,0.0,0.0,0.0,0.0,
M24111,M,298.2,309.1,1651.0,28.8,186.0,0,0.0,0.0,0.0,0.0,0.0,
M24112,M,298.1,309.0,1533.0,36.1,189.0,0,0.0,0.0,0.0,0.0,0.0,
M24113,M,298.2,309.0,1508.0,40.5,192.0,0,0.0,0.0,0.0,0.0,0.0,
L56434,L,298.3,309.1,1616.0,31.1,195.0,0,0.0,0.0,0.0,0.0,0.0,
L56435,L,298.2,309.0,1651.0,31.5,197.0,0,0.0,0.0,0.0,0.0,0.0,
L56436,L,298.2,309.1,1569.0,35.2,199.0,0,0.0,0.0,0.0,0.0,0.0,
M24117,M,298.3,309.1,1296.0,58.7,201.0,0,0.0,0.0,0.0,0.0,0.0,
H38672,H,298.3,309.0,1379.0,43.2,0.0,0,0.0,0.0,0.0,0.0,0.0,
M24119,M,298.2,309.0,1694.0,28.0,5.0,0,0.0,0.0,0.0,0.0,0.0,
L56440,L,298.2,309.0,1377.0,57.8,8.0,0,0.0,0.0,0.0,0.0,0.0,
H38675,H,298.3,309.0,1470.0,38.4,10.0,0,0.0,0.0,0.0,0.0,0.0,
M24122,M,298.3,309.1,1404.0,47.0,15.0,0,0.0,0.0,0.0,0.0,0.0,
L56443,L,298.3,309.1,1593.0,40.1,18.0,0,0.0,0.0,0.0,0.0,0.0,
M24124,M,298.3,309.0,1526.0,36.9,20.0,0,0.0,0.0,0.0,0.0,0.0,
M24125,M,298.3,308.9,1390.0,49.7,23.0,0,0.0,0.0,0.0,0.0,0.0,
L56446,L,298.2,308.9,1737.0,25.5,26.0,0,0.0,0.0,0.0,0.0,0.0,
L56447,L,298.2,308.8,1362.0,57.3,28.0,0,0.0,0.0,0.0,0.0,0.0,
L56448,L,298.2,308.8,1666.0,31.5,30.0,0,0.0,0.0,0.0,0.0,0.0,
L56449,L,298.2,308.8,1354.0,60.9,32.0,0,0.0,0.0,0.0,0.0,0.0,
L56450,L,298.2,308.8,1302.0,60.4,34.0,0,0.0,0.0,0.0,0.0,0.0,
L56451,L,298.2,308.7,1991.0,20.5,36.0,0,0.0,0.0,0.0,0.0,0.0,
L56452,L,298.2,308.6,1353.0,54.1,38.0,0,0.0,0.0,0.0,0.0,0.0,
H38687,H,298.2,308.7,1520.0,35.7,40.0,0,0.0,0.0,0.0,0.0,0.0,
L56454,L,298.2,308.7,1428.0,54.9,45.0,0,0.0,0.0,0.0,0.0,0.0,
L56455,L,298.2,308.7,1605.0,29.4,47.0,0,0.0,0.0,0.0,0.0,0.0,
L56456,L,298.1,308.7,1691.0,30.3,49.0,0,0.0,0.0,0.0,0.0,0.0,
L56457,L,298.2,308.7,1447.0,48.4,51.0,0,0.0,0.0,0.0,0.0,0.0,
H38692,H,298.2,308.8,1606.0,39.9,53.0,0,0.0,0.0,0.0,0.0,0.0,
M24139,M,298.2,308.8,1645.0,28.2,58.0,0,0.0,0.0,0.0,0.0,0.0,
H38694,H,298.2,308.8,1470.0,43.3,61.0,0,0.0,0.0,0.0,0.0,0.0,
L56461,L,298.2,308.9,1336.0,45.0,66.0,0,0.0,0.0,0.0,0.0,0.0,
M24142,M,298.2,308.9,1414.0,44.3,68.0,0,0.0,0.0,0.0,0.0,0.0,
M24143,M,298.3,309.0,1802.0,27.5,71.0,0,0.0,0.0,0.0,0.0,0.0,
L56464,L,298.2,308.9,1683.0,31.7,74.0,0,0.0,0.0,0.0,0.0,0.0,
M24145,M,298.2,309.0,1410.0,47.6,76.0,0,0.0,0.0,0.0,0.0,0.0,
L56466,L,298.2,308.9,1605.0,32.0,79.0,0,0.0,0.0,0.0,0.0,0.0,
L56467,L,298.2,308.9,1709.0,28.1,81.0,0,0.0,0.0,0.0,0.0,0.0,
L56468,L,298.2,308.9,1444.0,53.1,83.0,0,0.0,0.0,0.0,0.0,0.0,
L56469,L,298.2,308.9,1367.0,45.0,85.0,0,0.0,0.0,0.0,0.0,0.0,
L56470,L,298.2,309.0,1418.0,44.2,87.0,0,0.0,0.0,0.0,0.0,0.0,
L56471,L,298.2,309.0,1353.0,57.8,89.0,0,0.0,0.0,0.0,0.0,0.0,
L56472,L,298.2,309.0,1643.0,34.1,91.0,0,0.0,0.0,0.0,0.0,0.0,
L56473,L,298.3,309.1,1437.0,38.0,93.0,0,0.0,0.0,0.0,0.0,0.0,
L56474,L,298.1,309.0,1437.0,36.2,95.0,0,0.0,0.0,0.0,0.0,0.0,
M24155,M,298.2,309.0,1413.0,47.9,97.0,0,0.0,0.0,0.0,0.0,0.0,
H38710,H,298.2,309.0,1524.0,39.1,100.0,0,0.0,0.0,0.0,0.0,0.0,
M24157,M,298.1,308.9,1479.0,43.4,105.0,0,0.0,0.0,0.0,0.0,0.0,
L56478,L,298.1,308.9,1313.0,50.6,108.0,0,0.0,0.0,0.0,0.0,0.0,
M24159,M,298.1,308.9,1335.0,50.4,110.0,0,0.0,0.0,0.0,0.0,0.0,
L56480,L,298.1,308.9,1367.0,41.9,113.0,0,0.0,0.0,0.0,0.0,0.0,
M24161,M,298.1,308.9,1459.0,50.3,115.0,0,0.0,0.0,0.0,0.0,0.0,
M24162,M,298.1,308.9,1804.0,25.1,118.0,0,0.0,0.0,0.0,0.0,0.0,
L56483,L,298.2,309.0,1491.0,38.3,121.0,0,0.0,0.0,0.0,0.0,0.0,
L56484,L,298.3,309.1,1537.0,43.0,123.0,0,0.0,0.0,0.0,0.0,0.0,
H38719,H,298.3,309.1,1646.0,30.2,125.0,0,0.0,0.0,0.0,0.0,0.0,
M24166,M,298.3,309.2,1783.0,28.3,130.0,0,0.0,0.0,0.0,0.0,0.0,
L56487,L,298.3,309.1,1395.0,49.8,133.0,0,0.0,0.0,0.0,0.0,0.0,
L56488,L,298.4,309.1,1423.0,48.0,135.0,0,0.0,0.0,0.0,0.0,0.0,
L56489,L,298.3,309.2,1562.0,37.6,137.0,0,0.0,0.0,0.0,0.0,0.0,
L56490,L,298.4,309.3,1549.0,40.8,139.0,0,0.0,0.0,0.0,0.0,0.0,
L56491,L,298.4,309.4,1540.0,43.2,141.0,0,0.0,0.0,0.0,0.0,0.0,
H38726,H,298.5,309.4,1573.0,33.6,143.0,0,0.0,0.0,0.0,0.0,0.0,
L56493,L,298.5,309.4,1418.0,45.1,148.0,0,0.0,0.0,0.0,0.0,0.0,
M24174,M,298.5,309.4,1565.0,33.7,150.0,0,0.0,0.0,0.0,0.0,0.0,
L56495,L,298.5,309.5,1569.0,41.0,153.0,0,0.0,0.0,0.0,0.0,0.0,
H38730,H,298.5,309.4,1417.0,41.2,155.0,0,0.0,0.0,0.0,0.0,0.0,
L56497,L,298.5,309.5,1480.0,38.1,160.0,0,0.0,0.0,0.0,0.0,0.0,
L56498,L,298.5,309.4,1364.0,44.5,162.0,0,0.0,0.0,0.0,0.0,0.0,
L56499,L,298.5,309.4,1911.0,21.5,164.0,0,0.0,0.0,0.0,0.0,0.0,
L56500,L,298.4,309.3,1409.0,43.1,166.0,0,0.0,0.0,0.0,0.0,0.0,
L56501,L,298.4,309.2,1335.0,53.5,168.0,0,0.0,0.0,0.0,0.0,0.0,
M24182,M,298.5,309.3,1512.0,38.1,170.0,0,0.0,0.0,0.0,0.0,0.0,
L56503,L,298.6,309.4,1447.0,40.2,173.0,0,0.0,0.0,0.0,0.0,0.0,
L56504,L,298.6,309.3,1537.0,37.6,175.0,0,0.0,0.0,0.0,0.0,0.0,
M24185,M,298.6,309.3,1510.0,40.8,177.0,0,0.0,0.0,0.0,0.0,0.0,
L56506,L,298.6,309.3,1677.0,31.2,180.0,0,0.0,0.0,0.0,0.0,0.0,
L56507,L,298.5,309.2,1504.0,33.7,182.0,0,0.0,0.0,0.0,0.0,0.0,
H38742,H,298.5,309.1,2051.0,19.0,184.0,0,0.0,0.0,0.0,0.0,0.0,
